Frequency (Hz)	Level (dB)
3515.295410	-56.067513
3520.678711	-52.808071
3526.062012	-56.887093
3531.445313	-62.398121
3536.828613	-60.726795
3542.211914	-55.910801
3547.595215	-55.053658
3552.978516	-54.494095
3558.361816	-55.589397
3563.745117	-58.349434
3569.128418	-53.306606
3574.511719	-51.432201
3579.895020	-54.824806
3585.278320	-60.072281
3590.661621	-61.955772
3596.044922	-64.591316
3601.428223	-59.738663
3606.811523	-59.275139
3612.194824	-66.095795
3617.578125	-69.221344
3622.961426	-69.464172
3628.344727	-69.410690
3633.728027	-67.958107
3639.111328	-70.061104
3644.494629	-73.218781
3649.877930	-74.686951
3655.261230	-72.681633
3660.644531	-69.528992
3666.027832	-65.499634
3671.411133	-62.494865
3676.794434	-66.980118
3682.177734	-71.864044
3687.561035	-72.637352
3692.944336	-74.267395
3698.327637	-74.220230
3703.710938	-74.356041
3709.094238	-71.759666
3714.477539	-66.693825
3719.860840	-64.307945
3725.244141	-58.741978
3730.627441	-56.106304
3736.010742	-59.689976
3741.394043	-64.689575
3746.777344	-63.191387
3752.160645	-58.198978
3757.543945	-56.726044
3762.927246	-60.920643
3768.310547	-67.012596
3773.693848	-68.323486
3779.077148	-70.976585
3784.460449	-72.126457
3789.843750	-68.253471
3795.227051	-69.167046
3800.610352	-73.413002
3805.993652	-70.418427
3811.376953	-65.587219
3816.760254	-64.164146
3822.143555	-67.186615
3827.526855	-71.290947
3832.910156	-69.620888
3838.293457	-68.990456
3843.676758	-69.842148
3849.060059	-69.146309
3854.443359	-71.889305
3859.826660	-75.121658
3865.209961	-74.209885
3870.593262	-72.462105
3875.976563	-69.141144
3881.359863	-60.825367
3886.743164	-59.502274
3892.126465	-64.022011
3897.509766	-62.825954
3902.893066	-63.317760
3908.276367	-70.321342
3913.659668	-73.616478
3919.042969	-73.088760
3924.426270	-66.584915
3929.809570	-64.214668
3935.192871	-68.570190
3940.576172	-71.238876
3945.959473	-68.702522
3951.342773	-68.317818
3956.726074	-68.730797
3962.109375	-68.174911
3967.492676	-65.970573
3972.875977	-63.265972
3978.259277	-58.943485
3983.642578	-61.528381
3989.025879	-67.968254
3994.409180	-68.012619
3999.792480	-64.989708
4005.175781	-59.080273
4010.559082	-54.025909
4015.942383	-54.004601
4021.325684	-58.393719
4026.708984	-62.202023
4032.092285	-63.357971
4037.475586	-57.788601
4042.858887	-54.155624
4048.242188	-57.773132
4053.625488	-66.920807
4059.008789	-69.906914
4064.392090	-68.357269
4069.775391	-68.864693
4075.158691	-65.077621
4080.541992	-60.206547
4085.925293	-61.169422
4091.308594	-67.100883
4096.691895	-71.553925
4102.075195	-72.323250
4107.458496	-68.408302
4112.841797	-60.184044
4118.225098	-58.595055
4123.608398	-62.619087
4128.991699	-69.754379
4134.375000	-74.594353
4139.758301	-76.632149
4145.141602	-77.226021
4150.524902	-75.787521
4155.908203	-74.488136
4161.291504	-69.345100
4166.674805	-61.979309
4172.058105	-61.309837
4177.441406	-62.947922
4182.824707	-56.720268
4188.208008	-55.317326
4193.591309	-60.948746
4198.974609	-65.923401
4204.357910	-66.800095
4209.741211	-60.457676
4215.124512	-57.117977
4220.507813	-61.320179
4225.891113	-68.951614
4231.274414	-70.578987
4236.657715	-67.066086
4242.041016	-61.180161
4247.424316	-55.499493
4252.807617	-52.628185
4258.190918	-55.244728
4263.574219	-61.117783
4268.957520	-63.741344
4274.340820	-65.141907
4279.724121	-59.503578
4285.107422	-56.051819
4290.490723	-59.958637
4295.874023	-68.812622
4301.257324	-69.343903
4306.640625	-68.377602
4312.023926	-69.370262
4317.407227	-65.084869
4322.790527	-59.572044
4328.173828	-59.288780
4333.557129	-64.422165
4338.940430	-69.547562
4344.323730	-72.744141
4349.707031	-73.233337
4355.090332	-72.653931
4360.473633	-70.357887
4365.856934	-70.828163
4371.240234	-67.065399
4376.623535	-64.268738
4382.006836	-66.793350
4387.390137	-73.711006
4392.773438	-76.380569
4398.156738	-76.183685
4403.540039	-74.989990
4408.923340	-70.931946
4414.306641	-65.805809
4419.689941	-65.918495
4425.073242	-70.743317
4430.456543	-70.144745
4435.839844	-70.742699
4441.223145	-71.124718
4446.606445	-70.884438
4451.989746	-68.618286
4457.373047	-68.378914
4462.756348	-71.112213
4468.139648	-72.496384
4473.522949	-73.762688
4478.906250	-75.169090
4484.289551	-74.659973
4489.672852	-72.656502
4495.056152	-70.531670
4500.439453	-65.615982
4505.822754	-59.488113
4511.206055	-58.188560
4516.589355	-62.917889
4521.972656	-69.829262
4527.355957	-70.852287
4532.739258	-67.583527
4538.122559	-69.586273
4543.505859	-73.993187
4548.889160	-75.260185
4554.272461	-74.614662
4559.655762	-73.191368
4565.039063	-72.196632
4570.422363	-71.908340
4575.805664	-69.402519
4581.188965	-69.345863
4586.572266	-72.002258
4591.955566	-73.725060
4597.338867	-73.816849
4602.722168	-73.968185
4608.105469	-73.106949
4613.488770	-65.715607
4618.872070	-59.661259
4624.255371	-62.206924
4629.638672	-68.592384
4635.021973	-69.963379
4640.405273	-72.471573
4645.788574	-73.982101
4651.171875	-76.932320
4656.555176	-78.597458
4661.938477	-79.031670
4667.321777	-78.368439
4672.705078	-77.141350
4678.088379	-74.063171
4683.471680	-74.663422
4688.854980	-74.166496
4694.238281	-70.407204
4699.621582	-68.045486
4705.004883	-70.500069
4710.388184	-72.166374
4715.771484	-69.680038
4721.154785	-65.596107
4726.538086	-60.862160
4731.921387	-59.955879
4737.304688	-63.621944
4742.687988	-64.227997
4748.071289	-58.778233
4753.454590	-58.130241
4758.837891	-62.082924
4764.221191	-62.980476
4769.604492	-60.929443
4774.987793	-62.565647
4780.371094	-67.836487
4785.754395	-66.025978
4791.137695	-64.250252
4796.520996	-67.294571
4801.904297	-64.322845
4807.287598	-59.436871
4812.670898	-60.061077
4818.054199	-67.150055
4823.437500	-72.621887
4828.820801	-74.029213
4834.204102	-73.292122
4839.587402	-72.832458
4844.970703	-68.382248
4850.354004	-61.924294
4855.737305	-61.824787
4861.120605	-66.947151
4866.503906	-71.591705
4871.887207	-73.538353
4877.270508	-73.378326
4882.653809	-73.119728
4888.037109	-74.006798
4893.420410	-74.141373
4898.803711	-73.050499
4904.187012	-69.612686
4909.570313	-65.350273
4914.953613	-66.581703
4920.336914	-72.702675
4925.720215	-76.747955
4931.103516	-77.408989
4936.486816	-76.861183
4941.870117	-76.491531
4947.253418	-70.841728
4952.636719	-65.886230
4958.020020	-65.283646
4963.403320	-67.946976
4968.786621	-71.375107
4974.169922	-68.496521
4979.553223	-67.772774
4984.936523	-69.782326
4990.319824	-71.250450
4995.703125	-72.565094
5001.086426	-73.082657
5006.469727	-73.925575
5011.853027	-73.676422
5017.236328	-71.109978
5022.619629	-68.542992
5028.002930	-65.156021
5033.386230	-61.052143
5038.769531	-62.044014
5044.152832	-67.507385
5049.536133	-68.364075
5054.919434	-64.077065
5060.302734	-61.953682
5065.686035	-64.500954
5071.069336	-68.643135
5076.452637	-74.308151
5081.835938	-75.087669
5087.219238	-74.288185
5092.602539	-78.070129
5097.985840	-80.067665
5103.369141	-79.199554
5108.752441	-76.634369
5114.135742	-72.682549
5119.519043	-71.943283
5124.902344	-74.270622
5130.285645	-74.182327
5135.668945	-74.085930
5141.052246	-74.346733
5146.435547	-74.421333
5151.818848	-74.445137
5157.202148	-75.297356
5162.585449	-75.396736
5167.968750	-76.926590
5173.352051	-77.678940
5178.735352	-77.516052
5184.118652	-75.664520
5189.501953	-73.266022
5194.885254	-71.262810
5200.268555	-67.746864
5205.651855	-66.309402
5211.035156	-70.455345
5216.418457	-75.394722
5221.801758	-76.888832
5227.185059	-77.798935
5232.568359	-77.605171
5237.951660	-75.053696
5243.334961	-71.894829
5248.718262	-73.497429
5254.101563	-75.293983
5259.484863	-77.920296
5264.868164	-79.233139
5270.251465	-80.193527
5275.634766	-78.796127
5281.018066	-77.076942
5286.401367	-76.325676
5291.784668	-76.200630
5297.167969	-72.796623
5302.551270	-67.815559
5307.934570	-64.098099
5313.317871	-65.502708
5318.701172	-73.244781
5324.084473	-75.489815
5329.467773	-76.722290
5334.851074	-78.294189
5340.234375	-79.340797
5345.617676	-76.038704
5351.000977	-70.886398
5356.384277	-65.863716
5361.767578	-65.066689
5367.150879	-69.263245
5372.534180	-72.132294
5377.917480	-76.576683
5383.300781	-78.143234
5388.684082	-77.132446
5394.067383	-75.987389
5399.450684	-74.290474
5404.833984	-69.352196
5410.217285	-64.582550
5415.600586	-63.605064
5420.983887	-65.523239
5426.367188	-69.172714
5431.750488	-70.695724
5437.133789	-69.567535
5442.517090	-65.287804
5447.900391	-63.808041
5453.283691	-66.407547
5458.666992	-68.675552
5464.050293	-66.181923
5469.433594	-60.817600
5474.816895	-57.086727
5480.200195	-58.724144
5485.583496	-64.538612
5490.966797	-69.618912
5496.350098	-71.922661
5501.733398	-71.595398
5507.116699	-70.755478
5512.500000	-70.736496
5517.883301	-72.269470
5523.266602	-73.629982
5528.649902	-76.570412
5534.033203	-77.184364
5539.416504	-77.448341
5544.799805	-77.511925
5550.183105	-77.031387
5555.566406	-74.693596
5560.949707	-69.134964
5566.333008	-68.506287
5571.716309	-74.176826
5577.099609	-78.623726
5582.482910	-76.714684
5587.866211	-74.435173
5593.249512	-76.124397
5598.632813	-79.005798
5604.016113	-79.508835
5609.399414	-79.544373
5614.782715	-79.535561
5620.166016	-79.914238
5625.549316	-79.316780
5630.932617	-75.076492
5636.315918	-72.292198
5641.699219	-70.211388
5647.082520	-64.849396
5652.465820	-62.613895
5657.849121	-66.694824
5663.232422	-68.641953
5668.615723	-65.873558
5673.999023	-68.352188
5679.382324	-72.941589
5684.765625	-74.374062
5690.148926	-73.422707
5695.532227	-74.861885
5700.915527	-78.865158
5706.298828	-78.250427
5711.682129	-76.210449
5717.065430	-73.758186
5722.448730	-70.511574
5727.832031	-64.692963
5733.215332	-60.057919
5738.598633	-59.101009
5743.981934	-61.380333
5749.365234	-64.591873
5754.748535	-68.197983
5760.131836	-69.334091
5765.515137	-68.878258
5770.898438	-68.277390
