Frequency (Hz)	Level (dB)
4979.553223	-70.876144
4984.936523	-72.954803
4990.319824	-73.978355
4995.703125	-74.591652
5001.086426	-74.657463
5006.469727	-75.783066
5011.853027	-75.941399
5017.236328	-73.025864
5022.619629	-70.824585
5028.002930	-69.431046
5033.386230	-65.883240
5038.769531	-66.753922
5044.152832	-71.484230
5049.536133	-71.623680
5054.919434	-65.981041
5060.302734	-63.434013
5065.686035	-66.252411
5071.069336	-71.218430
5076.452637	-76.121094
5081.835938	-76.858467
5087.219238	-75.839439
5092.602539	-79.178635
5097.985840	-80.658699
5103.369141	-79.399605
5108.752441	-78.319313
5114.135742	-75.406639
5119.519043	-73.549980
5124.902344	-74.882668
5130.285645	-75.328003
5135.668945	-75.494247
5141.052246	-76.024124
5146.435547	-76.342903
5151.818848	-75.571091
5157.202148	-76.404320
5162.585449	-76.459045
5167.968750	-76.527489
5173.352051	-77.046165
5178.735352	-76.127701
5184.118652	-73.419960
5189.501953	-74.331497
5194.885254	-74.440338
5200.268555	-71.486061
5205.651855	-70.885979
5211.035156	-73.489914
5216.418457	-76.624405
5221.801758	-79.000099
5227.185059	-78.825043
5232.568359	-76.563644
5237.951660	-74.615402
5243.334961	-71.826042
5248.718262	-74.016449
5254.101563	-75.348610
5259.484863	-73.940994
5264.868164	-74.202103
5270.251465	-76.211662
5275.634766	-75.170654
5281.018066	-72.912827
5286.401367	-71.156853
5291.784668	-71.693130
5297.167969	-70.936127
5302.551270	-66.950653
5307.934570	-60.986755
5313.317871	-62.011433
5318.701172	-70.307297
5324.084473	-72.594002
5329.467773	-74.790405
5334.851074	-76.670029
5340.234375	-77.332710
5345.617676	-73.315872
5351.000977	-68.204002
5356.384277	-62.726273
5361.767578	-61.631668
5367.150879	-65.881172
5372.534180	-69.797844
5377.917480	-71.530975
5383.300781	-71.848206
5388.684082	-72.458649
5394.067383	-72.964195
5399.450684	-72.518822
5404.833984	-68.675850
5410.217285	-65.154419
5415.600586	-64.828751
5420.983887	-67.144958
5426.367188	-70.577721
5431.750488	-73.028236
5437.133789	-71.796432
5442.517090	-66.372086
5447.900391	-64.276276
5453.283691	-67.037956
5458.666992	-70.293350
5464.050293	-69.197998
5469.433594	-65.178596
5474.816895	-61.459328
5480.200195	-63.454136
5485.583496	-68.918175
5490.966797	-73.687706
5496.350098	-75.665131
5501.733398	-75.650360
5507.116699	-75.066269
5512.500000	-73.507401
5517.883301	-74.108559
5523.266602	-76.504150
5528.649902	-78.011253
5534.033203	-77.097122
5539.416504	-77.368233
5544.799805	-78.041542
5550.183105	-77.395348
5555.566406	-72.429237
5560.949707	-64.969208
5566.333008	-64.663475
5571.716309	-71.834518
5577.099609	-76.922813
5582.482910	-73.604698
5587.866211	-71.310242
5593.249512	-74.030380
5598.632813	-77.009811
5604.016113	-77.349442
5609.399414	-77.663147
5614.782715	-78.840111
5620.166016	-79.181458
5625.549316	-78.576836
5630.932617	-74.451950
5636.315918	-71.163040
5641.699219	-69.623978
5647.082520	-63.653065
5652.465820	-61.641720
5657.849121	-65.837738
5663.232422	-68.774139
5668.615723	-67.263481
5673.999023	-69.445587
5679.382324	-73.398026
5684.765625	-75.316383
5690.148926	-74.834419
5695.532227	-76.085686
5700.915527	-79.614243
5706.298828	-80.328392
5711.682129	-80.866478
5717.065430	-79.954437
5722.448730	-78.913010
5727.832031	-75.120346
5733.215332	-70.690613
5738.598633	-69.995903
5743.981934	-71.413551
5749.365234	-73.375732
5754.748535	-73.683846
5760.131836	-73.413254
5765.515137	-74.817856
5770.898438	-74.449982
5776.281738	-76.356590
5781.665039	-76.971298
5787.048340	-75.228714
5792.431641	-72.001060
5797.814941	-67.641045
5803.198242	-64.950493
5808.581543	-66.820633
5813.964844	-72.128288
5819.348145	-73.073654
5824.731445	-74.926704
5830.114746	-77.085106
5835.498047	-74.998711
5840.881348	-74.946640
5846.264648	-77.673370
5851.647949	-79.278526
5857.031250	-80.915894
5862.414551	-82.044502
5867.797852	-82.387489
5873.181152	-82.262451
5878.564453	-80.509964
5883.947754	-72.767517
5889.331055	-70.355797
5894.714355	-74.804443
5900.097656	-77.271332
5905.480957	-74.929703
5910.864258	-76.492737
5916.247559	-79.162666
5921.630859	-78.134804
5927.014160	-78.343254
5932.397461	-78.067482
5937.780762	-77.189255
5943.164063	-75.788712
5948.547363	-71.824791
5953.930664	-71.617256
5959.313965	-74.423752
5964.697266	-76.789108
5970.080566	-77.515747
5975.463867	-77.148041
5980.847168	-78.765747
5986.230469	-80.015884
5991.613770	-79.688126
5996.997070	-78.340500
6002.380371	-70.559151
