Frequency (Hz)	Level (dB)
4931.103516	-79.401390
4936.486816	-79.951286
4941.870117	-81.725899
4947.253418	-82.472237
4952.636719	-82.171516
4958.020020	-80.489548
4963.403320	-79.460014
4968.786621	-81.489822
4974.169922	-84.702026
4979.553223	-87.701447
4984.936523	-90.116783
4990.319824	-91.227821
4995.703125	-92.215233
5001.086426	-92.587151
5006.469727	-92.252510
5011.853027	-92.250671
5017.236328	-92.173775
5022.619629	-91.345169
5028.002930	-92.519356
5033.386230	-96.835236
5038.769531	-98.718086
5044.152832	-100.031570
5049.536133	-99.721825
5054.919434	-99.911476
5060.302734	-101.942421
5065.686035	-102.365791
5071.069336	-101.746750
5076.452637	-100.871048
5081.835938	-100.129951
5087.219238	-99.658379
5092.602539	-99.370247
5097.985840	-99.319107
5103.369141	-99.666550
5108.752441	-100.187172
5114.135742	-100.711090
5119.519043	-101.298256
5124.902344	-101.784256
5130.285645	-102.111504
5135.668945	-102.407036
5141.052246	-102.668861
5146.435547	-103.080345
5151.818848	-103.689339
5157.202148	-104.523193
5162.585449	-105.510994
5167.968750	-106.531754
5173.352051	-107.450050
5178.735352	-107.972733
5184.118652	-108.089272
5189.501953	-107.839668
5194.885254	-107.402878
5200.268555	-106.980606
5205.651855	-106.531143
5211.035156	-106.113243
5216.418457	-105.719856
5221.801758	-105.355850
5227.185059	-105.057381
5232.568359	-104.874886
5237.951660	-104.863091
5243.334961	-105.043777
5248.718262	-105.476906
5254.101563	-106.156738
5259.484863	-107.062813
5264.868164	-108.115875
5270.251465	-109.016579
5275.634766	-109.402756
5281.018066	-109.179413
5286.401367	-108.684738
5291.784668	-108.184189
5297.167969	-107.898132
5302.551270	-107.903496
5307.934570	-108.137032
5313.317871	-108.343788
5318.701172	-108.387039
5324.084473	-108.187439
5329.467773	-107.800537
5334.851074	-107.388741
5340.234375	-107.096886
5345.617676	-106.996178
5351.000977	-107.017090
5356.384277	-107.061844
5361.767578	-107.072357
5367.150879	-107.049179
5372.534180	-107.021851
5377.917480	-107.101868
5383.300781	-107.354500
5388.684082	-107.864548
5394.067383	-108.511490
5399.450684	-108.998550
5404.833984	-108.988533
5410.217285	-108.417290
5415.600586	-107.613716
5420.983887	-106.887199
5426.367188	-106.387596
5431.750488	-106.170998
5437.133789	-106.227982
5442.517090	-106.509148
5447.900391	-106.966339
5453.283691	-107.545250
5458.666992	-108.170509
5464.050293	-108.824600
5469.433594	-109.479675
5474.816895	-110.077911
5480.200195	-110.500488
5485.583496	-110.592400
5490.966797	-110.330223
5496.350098	-109.889282
5501.733398	-109.488495
5507.116699	-109.294228
5512.500000	-109.407387
5517.883301	-109.862267
5523.266602	-110.627296
5528.649902	-111.591293
5534.033203	-112.558075
5539.416504	-113.326553
5544.799805	-113.770927
5550.183105	-113.909744
